00:00:00	好到这里的话
00:00:07	大家就看到了贝叶斯思维
00:00:09	贝叶斯思维我知道咱们混沌也有
00:00:10	非常好的课是那个于老师讲的
00:00:13	那么今天呢我不会把这个
00:00:15	概率性思维讲的太深入因为有的很好
00:00:17	大家也可以学了但是呢我想呢
00:00:18	针对这个贝叶斯的公式呢
00:00:21	稍微展开一下因为以我的了解啊
00:00:23	很多人的话呢由于这几年的
00:00:25	这种教育吧和这种
00:00:27	媒体的这个传播的助力
00:00:28	慢慢越来越多人的话也开始理解
00:00:31	这个世界可能有些表现方式
00:00:33	是概率的但是呢就发现呢
00:00:35	呃由于他的这个
00:00:37	偏数学化哈
00:00:39	所以大家呢经常呢很难去
00:00:41	用一种实证的方式
00:00:43	去理解什么叫做贝叶斯思维
00:00:45	叫概率性思维又能比喻
00:00:47	很容易理解在网上呢
00:00:49	有一个课程讲的非常好
00:00:51	他就其实直直讲的说
00:00:53	怎么理解这个贝叶斯思维
00:00:54	就是跟面积相关
00:00:56	他有很好的分析和这个推导
00:00:58	但那个话呢他并没有把它放到一个
00:01:01	具体的生活中去
00:01:02	所以呢今天的话呢我是基于
00:01:04	大家可以在混沌上找到很多对
00:01:06	概率思维非常优秀的课程
00:01:08	我就不多展开了因为那课程我也在学
00:01:10	非常好我只是把我对于
00:01:12	贝叶斯的理解跟大家分享一下
00:01:14	看看是否能够有帮助
00:01:15	首先呢贝叶斯思维大家看到左下角
00:01:17	这个公式觉得都要去背
00:01:19	但实际上呢我们先问第一个问题哈
00:01:22	您看这个公式把右边的
00:01:24	这个PB就是这个B事件的
00:01:26	概率移到左边来
00:01:28	什么现象我觉得可能
00:01:31	说过最最基本的概率学习就
00:01:32	马上看到了
00:01:34	PAB就是在B事件前出现的这个
00:01:37	A的概率乘上B的概率
00:01:39	这等于什么呢不就等于整个概率
00:01:41	空间中AB之间的交集吗
00:01:43	右边什么
00:01:44	右边是PA这个A事件的概率
00:01:48	乘上什么呢在A事件里面出现
00:01:50	B事件的概率是不是交集啊
00:01:53	所以你能没有发现单单这一点的话
00:01:55	那么伟大那么神秘的那么厉害的贝叶斯
00:01:58	公式贝叶斯思维
00:02:00	只要把PB乘到左边来
00:02:03	它其实就是一个非常基本简单的一个数学公式
00:02:07	而且呢用图像表示的话是什么
00:02:09	就是PAPB中间那个交集那一块
00:02:13	咱们就先把这公式哈先取昧了
00:02:15	从这个公式来讲的话
00:02:17	就是这个意思什么呢
00:02:18	这个圈这个中间的这个方块相当
00:02:21	它本来就相当好
00:02:22	把这个昧去掉之后
00:02:24	我们看贝叶斯公式的具体使用还是公式对吧
00:02:27	那我们就开始用它了这个呢
00:02:28	也是一样
00:02:29	我希望的用方法的方法来跟大家来实证一下
00:02:33	怎么去理解概率贝斯方法
00:02:36	刚才也讲了实际上它就是一个图中说的
00:02:39	它是用新的现象
00:02:42	新的信息
00:02:44	新的情报
00:02:46	新的数据
00:02:47	新的知识来干嘛呢
00:02:50	去来纠偏优化完善补充你原来的认知
00:02:55	大家想一想脑补一下
00:02:57	这个跟学习
00:02:58	跟科学方法
00:03:01	跟审辩思维
00:03:03	跟系统思维
00:03:04	有本质的不同吗
00:03:06	好
00:03:06	怎么来理解这个呢
00:03:07	首先咱们都知道呢
00:03:09	人世间啊
00:03:10	任何事才都有一个叫概率空间山
00:03:12	就是说
00:03:12	当你想知道
00:03:13	比如说你要问我明天
00:03:15	我中午会去哪吃饭
00:03:16	这是很多这种餐饮行业的软件或者这种应用的话呢
00:03:20	想去预测的
00:03:21	或者说今年的这个十一
00:03:23	有多少人大概要去
00:03:26	九寨沟去玩
00:03:27	去广州去玩
00:03:28	去福州去玩
00:03:29	去陕西去玩
00:03:31	去新加坡去玩
00:03:32	去美国去玩
00:03:33	去欧洲去玩
00:03:33	对吧
00:03:33	它都是有一些概率的预测
00:03:36	请问怎么预测
00:03:37	肯定有一个概率空间
00:03:39	任何一个人的行动一定说
00:03:40	我有个百分之百的空间
00:03:41	可以去任何地方
00:03:42	任何选择
00:03:43	这是所有的选择的空间
00:03:44	粉红的这个方框呢
00:03:46	代表的是
00:03:47	它真正的可能性
00:03:48	但这是未知的
00:03:49	是不可知的
00:03:50	因为你没法去明确知道
00:03:54	这个人将要干什么
00:03:55	但它又确实有一个概率在那摆着的
00:03:57	那么
00:03:58	我们呢
00:03:58	那会发生什么呢
00:03:59	我们会对它产生一个预判
00:04:01	比方说
00:04:02	我要预判你明天要干什么
00:04:04	这里面稍微有点脑筋急转
00:04:05	这个话呢
00:04:06	实际上就是每一种计算的第一次
00:04:08	而这个粉红色的这个区域的话呢
00:04:12	某种意义来讲呢
00:04:13	已经是大致已经知道这儿
00:04:15	只不过呢
00:04:15	我的这个判断呢
00:04:17	离它还是有偏差
00:04:19	你可以理解呢
00:04:20	就是截止到现在为止
00:04:21	我对于这个事件A的判断呢
00:04:24	是我大致知道
00:04:26	因为通过过去的经验
00:04:27	大致知道
00:04:28	A呢
00:04:28	是那么大
00:04:29	在这个位置上
00:04:30	但是呢
00:04:31	我又没法明确
00:04:31	所以呢
00:04:32	基于我现在的数据
00:04:33	我只能判断出
00:04:35	我估计这个人啊
00:04:36	如果从算法来看
00:04:37	或者我是他的朋友
00:04:38	通过我对他的了解来看
00:04:40	八成
00:04:40	他十一啊
00:04:41	要去爬到西藏角
00:04:44	举个例子
00:04:45	那么为什么呢
00:04:46	因为我跟他过去
00:04:47	他的一些表现
00:04:48	他的现象和数据一总结
00:04:50	比方说
00:04:50	再加上十一这个关节
00:04:52	气温
00:04:53	年份
00:04:54	经济情况
00:04:55	各种各样的综合考虑
00:04:57	做出一个判断
00:04:58	那么
00:04:58	这个判断可能就是
00:04:59	下面这个白色的这个
00:05:00	靠点谱
00:05:02	他可能最终去哪了
00:05:03	最终去了
00:05:04	道城
00:05:05	没有去
00:05:06	西藏去了道城
00:05:07	你可以说也算
00:05:08	对吧
00:05:09	因为这都是
00:05:09	就算西南
00:05:10	但是呢
00:05:11	我的这个判断呢
00:05:12	就是又靠谱呢
00:05:13	又不太靠谱
00:05:14	对吧
00:05:15	好
00:05:15	假设是这种情况
00:05:16	但是呢
00:05:17	这种概率判断的
00:05:18	这种贝斯呢
00:05:19	一定不是靠一次
00:05:20	才能解决的
00:05:21	所以在这里面的话
00:05:22	大家呢
00:05:22	又得有点脑筋急转弯
00:05:24	什么意思呢
00:05:25	就是由于图式的这个局限啊
00:05:27	没法把很多的
00:05:28	很多的
00:05:28	才能够凑出的
00:05:30	对他的更精确判断
00:05:31	放在里面
00:05:32	所以呢
00:05:32	接下来的思维呢
00:05:34	脑筋急转弯
00:05:34	就得有什么呢
00:05:35	就得有你想象
00:05:36	你先知道
00:05:37	真相是这个
00:05:38	粉红色这一块
00:05:39	而我们随时的
00:05:40	某一点的
00:05:41	对这个理解呢
00:05:42	很粗糙
00:05:43	是这个白色这一块
00:05:44	那我们怎么用
00:05:46	不断的
00:05:47	实证的方法
00:05:48	就是
00:05:49	大家知道这个PB
00:05:51	这个PB很重要
00:05:52	它呢
00:05:53	就是用一种观察
00:05:54	在这个观察里面的
00:05:57	A
00:05:58	出现的情况
00:05:59	来不断
00:06:01	干什么呢
00:06:02	去把A
00:06:03	描出来
00:06:04	这个就是贝耶斯思维
00:06:06	其实是很简单的道理
00:06:08	我拿图顺来
00:06:08	再给你往下再分析一下
00:06:10	瞧
00:06:10	现在就记住了啊
00:06:11	贝耶斯思维
00:06:12	在这个公式
00:06:13	刚才已经讲了
00:06:13	其实是一个
00:06:14	非常简单的
00:06:15	你只要把PB
00:06:16	乘到左边去
00:06:16	就发现呢
00:06:17	这个公式
00:06:18	其实你也会写
00:06:19	但是这个公式的使用
00:06:21	用途就大了去了
00:06:23	好
00:06:24	我们再把这个PB
00:06:25	再除下来
00:06:26	放到右边来
00:06:27	我们又知道了
00:06:28	这个B事件呢
00:06:29	是用来
00:06:30	测量
00:06:33	A事件的
00:06:34	因为你没法
00:06:35	直接
00:06:36	触摸到A事件
00:06:37	但你可以通过
00:06:39	触摸到B事件
00:06:40	以及用B事件
00:06:42	来测量出
00:06:43	A事件
00:06:44	有没有发生
00:06:45	和它发生的概率的
00:06:46	具体情况
00:06:47	好
00:06:47	这大家可能理解了哈
00:06:49	你想要知道的是
00:06:50	A怎样了
00:06:51	你手上的手段
00:06:52	是B
00:06:53	都没有了
00:06:54	就变成一个空白了
00:06:56	我什么都不知道了
00:06:56	那么人类会
00:06:57	怎么做呢
00:06:58	现在我们对A
00:06:59	也没有概念了哈
00:07:00	但我只能知道
00:07:01	什么事呢
00:07:01	我只能知道
00:07:02	如果我拿B
00:07:05	投进去的话
00:07:06	这个B事件
00:07:06	B事件呢
00:07:07	大家看到
00:07:08	当时是大写B
00:07:09	在实际应用中啊
00:07:11	这个大写的B呢
00:07:11	是会分成很多小B
00:07:13	就是一个B1
00:07:15	B2
00:07:15	B3
00:07:15	B4
00:07:15	就角标的B什么的
00:07:17	就是说
00:07:17	用很多B这种
00:07:19	大事件的原子事件
00:07:21	去测A事件
00:07:23	找到它的交集
00:07:24	慢慢慢慢的
00:07:25	通过它
00:07:26	B发生的
00:07:27	A的概率
00:07:29	所以就是
00:07:29	有点反常识的地方
00:07:31	但是什么
00:07:31	就变成什么呢
00:07:32	是
00:07:32	你知道A的现象
00:07:34	其实是拿B去试出来的
00:07:36	好
00:07:36	接下来的话呢
00:07:37	你就会有
00:07:38	很多B的子集
00:07:40	不断地试
00:07:40	这是所有的B的现象
